year ,stream,sem,Course code ,Course,CO,CO Description,yr+stream+ course,course+co+ code
2nd ,ECE,3rd,EC42297EA,PCB Design ,CO5,Implement practical circuits such as motion detetion alarms and sound-activated LED circuits,2nd  3rd EC42297EA PCB Design ,PCB Design -CO5[Implement practical circuits such as motion detetion alarms and sound-activated LED circuits](EC42297EA)
1st,CS,Physics Cycle,CS122I3C/CS222I3C,Principals of Programming with C,CO1,Extend computational thinking for problem solving in C.,1st Physics Cycle CS122I3C/CS222I3C Principals of Programming with C,Principals of Programming with C-CO1[Extend computational thinking for problem solving in C.](CS122I3C/CS222I3C)
1st,CS,Physics Cycle,CS122I3C/CS222I3C,Principals of Programming with C,CO2,"Illustrate C Programs with control constructs, decision making and looping statements.",1st Physics Cycle CS122I3C/CS222I3C Principals of Programming with C,"Principals of Programming with C-CO2[Illustrate C Programs with control constructs, decision making and looping statements.](CS122I3C/CS222I3C)"
1st,CS,Physics Cycle,CS122I3C/CS222I3C,Principals of Programming with C,CO3,Apply arrays and strings for searching and sorting algorithms.,1st Physics Cycle CS122I3C/CS222I3C Principals of Programming with C,Principals of Programming with C-CO3[Apply arrays and strings for searching and sorting algorithms.](CS122I3C/CS222I3C)
1st,CS,Physics Cycle,CS122I3C/CS222I3C,Principals of Programming with C,CO4,"Illustrate modular programming with functions, recursion and structures.",1st Physics Cycle CS122I3C/CS222I3C Principals of Programming with C,"Principals of Programming with C-CO4[Illustrate modular programming with functions, recursion and structures.](CS122I3C/CS222I3C)"
1st,CS,Physics Cycle,CS122I3C/CS222I3C,Principals of Programming with C,CO5,"Apply the concepts of pointers, files and dynamic memory allocation in C Programs.",1st Physics Cycle CS122I3C/CS222I3C Principals of Programming with C,"Principals of Programming with C-CO5[Apply the concepts of pointers, files and dynamic memory allocation in C Programs.](CS122I3C/CS222I3C)"
2nd ,AIML,4th,AM422I1A,Principles of Artificial Intelligence,CO1,Demonstrate the fundamental understanding of AI and its foundations,2nd  4th AM422I1A Principles of Artificial Intelligence,Principles of Artificial Intelligence-CO1[Demonstrate the fundamental understanding of AI and its foundations](AM422I1A)
2nd ,AIML,4th,AM422I1A,Principles of Artificial Intelligence,CO2,Apply the knowledge of AI in search techniques and game playing.,2nd  4th AM422I1A Principles of Artificial Intelligence,Principles of Artificial Intelligence-CO2[Apply the knowledge of AI in search techniques and game playing.](AM422I1A)
2nd ,AIML,4th,AM422I1A,Principles of Artificial Intelligence,CO3,Demonstrate the Logic concepts and Logic programming in AI,2nd  4th AM422I1A Principles of Artificial Intelligence,Principles of Artificial Intelligence-CO3[Demonstrate the Logic concepts and Logic programming in AI](AM422I1A)
2nd ,AIML,4th,AM422I1A,Principles of Artificial Intelligence,CO4,Apply principles of AI in knowledge representation and planning,2nd  4th AM422I1A Principles of Artificial Intelligence,Principles of Artificial Intelligence-CO4[Apply principles of AI in knowledge representation and planning](AM422I1A)
2nd ,AIML,4th,AM422I1A,Principles of Artificial Intelligence,CO5,Apply AI techniques to develop intelligent systems,2nd  4th AM422I1A Principles of Artificial Intelligence,Principles of Artificial Intelligence-CO5[Apply AI techniques to develop intelligent systems](AM422I1A)
3rd,AIML,5th ,21AI51,Principles of Artificial Intelligence,CO1,Demonstrate the fundamental understanding of AI and its foundations.,3rd 5th  21AI51 Principles of Artificial Intelligence,Principles of Artificial Intelligence-CO1[Demonstrate the fundamental understanding of AI and its foundations.](21AI51)
3rd,AIML,5th ,21AI51,Principles of Artificial Intelligence,CO2,Apply the knowledge of AI in search techniques and game playing.,3rd 5th  21AI51 Principles of Artificial Intelligence,Principles of Artificial Intelligence-CO2[Apply the knowledge of AI in search techniques and game playing.](21AI51)
3rd,AIML,5th ,21AI51,Principles of Artificial Intelligence,CO3,Demonstrate the Logic concepts and Logic programming in AI.,3rd 5th  21AI51 Principles of Artificial Intelligence,Principles of Artificial Intelligence-CO3[Demonstrate the Logic concepts and Logic programming in AI.](21AI51)
3rd,AIML,5th ,21AI51,Principles of Artificial Intelligence,CO4,Apply principles of AI in knowledge representation and planning.,3rd 5th  21AI51 Principles of Artificial Intelligence,Principles of Artificial Intelligence-CO4[Apply principles of AI in knowledge representation and planning.](21AI51)
3rd,AIML,5th ,21AI51,Principles of Artificial Intelligence,CO5,Apply AI techniques to develop intelligent systems.,3rd 5th  21AI51 Principles of Artificial Intelligence,Principles of Artificial Intelligence-CO5[Apply AI techniques to develop intelligent systems.](21AI51)
3rd,CSE,5th ,21CS51,Principles of Artificial Intelligence and Machine Learning,CO1,Understand theory of probability and statistics related to machine learning,3rd 5th  21CS51 Principles of Artificial Intelligence and Machine Learning,Principles of Artificial Intelligence and Machine Learning-CO1[Understand theory of probability and statistics related to machine learning](21CS51)
3rd,CSE,5th ,21CS51,Principles of Artificial Intelligence and Machine Learning,CO2,Apply Decision tree learning algorithm for the data.,3rd 5th  21CS51 Principles of Artificial Intelligence and Machine Learning,Principles of Artificial Intelligence and Machine Learning-CO2[Apply Decision tree learning algorithm for the data.](21CS51)
3rd,CSE,5th ,21CS51,Principles of Artificial Intelligence and Machine Learning,CO3,Apply the concept of neural networks for learning linear and non-linear activation functions and Bayesian classifier to label data.,3rd 5th  21CS51 Principles of Artificial Intelligence and Machine Learning,Principles of Artificial Intelligence and Machine Learning-CO3[Apply the concept of neural networks for learning linear and non-linear activation functions and Bayesian classifier to label data.](21CS51)
3rd,CSE,5th ,21CS51,Principles of Artificial Intelligence and Machine Learning,CO4,"Illustrate concept learning, ML and LS error hypothesis, Bayes classifier.",3rd 5th  21CS51 Principles of Artificial Intelligence and Machine Learning,"Principles of Artificial Intelligence and Machine Learning-CO4[Illustrate concept learning, ML and LS error hypothesis, Bayes classifier.](21CS51)"
3rd,CSE,5th ,21CS51,Principles of Artificial Intelligence and Machine Learning,CO5,"Illustrate clustering, instant based and reinforcement learning algorithms and identify its applicability in real life problems.",3rd 5th  21CS51 Principles of Artificial Intelligence and Machine Learning,"Principles of Artificial Intelligence and Machine Learning-CO5[Illustrate clustering, instant based and reinforcement learning algorithms and identify its applicability in real life problems.](21CS51)"
2nd ,ECE,3rd,EC422T3E,Principles of Communication System ,CO1,Analyze the amplitude and perform time and frequency domain transformations.,2nd  3rd EC422T3E Principles of Communication System ,Principles of Communication System -CO1[Analyze the amplitude and perform time and frequency domain transformations.](EC422T3E)
2nd ,ECE,3rd,EC422T3E,Principles of Communication System ,CO2,Apply analog systems to the modulation and demodulation of frequency modulated signals such as narrow band and wide band modulation.,2nd  3rd EC422T3E Principles of Communication System ,Principles of Communication System -CO2[Apply analog systems to the modulation and demodulation of frequency modulated signals such as narrow band and wide band modulation.](EC422T3E)
2nd ,ECE,3rd,EC422T3E,Principles of Communication System ,CO3,Identify the concept of SNR in noise affected channels and Outline the influence of channel noise on analog modulated signals and compute SNR in AM and FM receivers.,2nd  3rd EC422T3E Principles of Communication System ,Principles of Communication System -CO3[Identify the concept of SNR in noise affected channels and Outline the influence of channel noise on analog modulated signals and compute SNR in AM and FM receivers.](EC422T3E)
2nd ,ECE,3rd,EC422T3E,Principles of Communication System ,CO4,"Comprehend the principles and characteristics of pulse amplitude modulation, pulse position modulation and time division multiplexing.",2nd  3rd EC422T3E Principles of Communication System ,"Principles of Communication System -CO4[Comprehend the principles and characteristics of pulse amplitude modulation, pulse position modulation and time division multiplexing.](EC422T3E)"
2nd ,ECE,3rd,EC422T3E,Principles of Communication System ,CO5,Illustration of digital formatting representations used for Multiplexers and to understand the effects of important impairment intersymbol interference.,2nd  3rd EC422T3E Principles of Communication System ,Principles of Communication System -CO5[Illustration of digital formatting representations used for Multiplexers and to understand the effects of important impairment intersymbol interference.](EC422T3E)
2nd ,AIML,4th,AM422T3A,Principles of Operating Systems,CO1,Illustrate the operating system and its components. Demonstrate the concept of process and interprocess communication.,2nd  4th AM422T3A Principles of Operating Systems,Principles of Operating Systems-CO1[Illustrate the operating system and its components. Demonstrate the concept of process and interprocess communication.](AM422T3A)
2nd ,AIML,4th,AM422T3A,Principles of Operating Systems,CO2,"Discuss the concepts of multi-threading and demonstrate various CPU scheduling algorithms by
considering different scheduling criteria.",2nd  4th AM422T3A Principles of Operating Systems,"Principles of Operating Systems-CO2[Discuss the concepts of multi-threading and demonstrate various CPU scheduling algorithms by
considering different scheduling criteria.](AM422T3A)"
2nd ,AIML,4th,AM422T3A,Principles of Operating Systems,CO3,"Illustrate the process synchronization, its classical issues and provide solutions to them. Discuss
the concepts of deadlock and provide various strategies for handling them.",2nd  4th AM422T3A Principles of Operating Systems,"Principles of Operating Systems-CO3[Illustrate the process synchronization, its classical issues and provide solutions to them. Discuss
the concepts of deadlock and provide various strategies for handling them.](AM422T3A)"
2nd ,AIML,4th,AM422T3A,Principles of Operating Systems,CO4,"Discuss the concept of memory management and highlight the suitable memory management
strategy. Demonstrate the working of various page replacement algorithms and file system
operations.",2nd  4th AM422T3A Principles of Operating Systems,"Principles of Operating Systems-CO4[Discuss the concept of memory management and highlight the suitable memory management
strategy. Demonstrate the working of various page replacement algorithms and file system
operations.](AM422T3A)"
2nd ,AIML,4th,AM422T3A,Principles of Operating Systems,CO5,"Discuss the structure of mass storage devices and demonstrate various disk scheduling techniques.
Summarize the concept of OS protection.",2nd  4th AM422T3A Principles of Operating Systems,"Principles of Operating Systems-CO5[Discuss the structure of mass storage devices and demonstrate various disk scheduling techniques.
Summarize the concept of OS protection.](AM422T3A)"
4th,CY_OE,7th,21CS744,PROGRAMMING IN JAVA,CO1,Describe the fundamental features of java as an object-oriented programming language.,4th 7th 21CS744 PROGRAMMING IN JAVA,PROGRAMMING IN JAVA-CO1[Describe the fundamental features of java as an object-oriented programming language.](21CS744)
4th,CY_OE,7th,21CS745,PROGRAMMING IN JAVA,CO2,Develop and execute simple java programs using basic operators and control statements,4th 7th 21CS745 PROGRAMMING IN JAVA,PROGRAMMING IN JAVA-CO2[Develop and execute simple java programs using basic operators and control statements](21CS745)
4th,CY_OE,7th,21CS746,PROGRAMMING IN JAVA,CO3,"Develop re-usable programs for real-world applications involving inheritance
",4th 7th 21CS746 PROGRAMMING IN JAVA,"PROGRAMMING IN JAVA-CO3[Develop re-usable programs for real-world applications involving inheritance
](21CS746)"
4th,CY_OE,7th,21CS747,PROGRAMMING IN JAVA,CO4,"Use packages, interfaces and write exception free application programs",4th 7th 21CS747 PROGRAMMING IN JAVA,"PROGRAMMING IN JAVA-CO4[Use packages, interfaces and write exception free application programs](21CS747)"
4th,CY_OE,7th,21CS748,PROGRAMMING IN JAVA,CO5,Use enumeration and String concept to develop computer programs to solve real world problems in Java,4th 7th 21CS748 PROGRAMMING IN JAVA,PROGRAMMING IN JAVA-CO5[Use enumeration and String concept to develop computer programs to solve real world problems in Java](21CS748)
4th,CSE_OE,7th,21CS741,PROGRAMMING IN PYTHON,CO1,Examine Python syntax and semantics and be fluent in the use of Python flow control and functions.,4th 7th 21CS741 PROGRAMMING IN PYTHON,PROGRAMMING IN PYTHON-CO1[Examine Python syntax and semantics and be fluent in the use of Python flow control and functions.](21CS741)
4th,CSE_OE,7th,21CS741,PROGRAMMING IN PYTHON,CO2,Demonstrate proficiency in handling Strings and File Systems.,4th 7th 21CS741 PROGRAMMING IN PYTHON,PROGRAMMING IN PYTHON-CO2[Demonstrate proficiency in handling Strings and File Systems.](21CS741)
4th,CSE_OE,7th,21CS741,PROGRAMMING IN PYTHON,CO3,"Create, run and manipulate Python Programs using core data structures like Lists,Dictionaries and use Regular Expressions.",4th 7th 21CS741 PROGRAMMING IN PYTHON,"PROGRAMMING IN PYTHON-CO3[Create, run and manipulate Python Programs using core data structures like Lists,Dictionaries and use Regular Expressions.](21CS741)"
4th,CSE_OE,7th,21CS741,PROGRAMMING IN PYTHON,CO4,Interpret the concepts of Object-Oriented Programming as used in Python.,4th 7th 21CS741 PROGRAMMING IN PYTHON,PROGRAMMING IN PYTHON-CO4[Interpret the concepts of Object-Oriented Programming as used in Python.](21CS741)
4th,CSE_OE,7th,21CS741,PROGRAMMING IN PYTHON,CO5,Implement exemplary applications related to Network Programming and Databases.,4th 7th 21CS741 PROGRAMMING IN PYTHON,PROGRAMMING IN PYTHON-CO5[Implement exemplary applications related to Network Programming and Databases.](21CS741)
2nd ,CSE,3rd,CS322T6CA,Programming with Python,CO1,Demonstrate proficiency in handling loops and creation of functions.,2nd  3rd CS322T6CA Programming with Python,Programming with Python-CO1[Demonstrate proficiency in handling loops and creation of functions.](CS322T6CA)
2nd ,CSE,3rd,CS322T6CA,Programming with Python,CO2,"Identify the methods to create and manipulate lists, tuples and dictionaries.",2nd  3rd CS322T6CA Programming with Python,"Programming with Python-CO2[Identify the methods to create and manipulate lists, tuples and dictionaries.](CS322T6CA)"
2nd ,CSE,3rd,CS322T6CA,Programming with Python,CO3,Demonstrate the commonly used operations involving string processing. ,2nd  3rd CS322T6CA Programming with Python,Programming with Python-CO3[Demonstrate the commonly used operations involving string processing. ](CS322T6CA)
2nd ,CSE,3rd,CS322T6CA,Programming with Python,CO4,Demonstrate the use of built-in functions to navigate the file system.,2nd  3rd CS322T6CA Programming with Python,Programming with Python-CO4[Demonstrate the use of built-in functions to navigate the file system.](CS322T6CA)
2nd ,CSE,3rd,CS322T6CA,Programming with Python,CO5,Interpret the concepts of Object-Oriented Programming as used in Python.,2nd  3rd CS322T6CA Programming with Python,Programming with Python-CO5[Interpret the concepts of Object-Oriented Programming as used in Python.](CS322T6CA)
2nd ,CSE,3rd,CS322T6CA,Programming with Python,CO6,Interpret the concepts of Object-Oriented Programming as used in Python.,2nd  3rd CS322T6CA Programming with Python,Programming with Python-CO6[Interpret the concepts of Object-Oriented Programming as used in Python.](CS322T6CA)
2nd ,ISE,3rd,CS322T6CA,PROGRAMMING WITH PYTHON,CO1,Demonstrate proficiency in handling loops and creation of functions.,2nd  3rd CS322T6CA PROGRAMMING WITH PYTHON,PROGRAMMING WITH PYTHON-CO1[Demonstrate proficiency in handling loops and creation of functions.](CS322T6CA)
2nd ,ISE,3rd,CS322T6CA,PROGRAMMING WITH PYTHON,CO2,"Identify the methods to create and manipulate lists, tuples and dictionaries.",2nd  3rd CS322T6CA PROGRAMMING WITH PYTHON,"PROGRAMMING WITH PYTHON-CO2[Identify the methods to create and manipulate lists, tuples and dictionaries.](CS322T6CA)"
2nd ,ISE,3rd,CS322T6CA,PROGRAMMING WITH PYTHON,CO3,Demonstrate the commonly used operations involving string processing.,2nd  3rd CS322T6CA PROGRAMMING WITH PYTHON,PROGRAMMING WITH PYTHON-CO3[Demonstrate the commonly used operations involving string processing.](CS322T6CA)
2nd ,ISE,3rd,CS322T6CA,PROGRAMMING WITH PYTHON,CO4,Demonstrate the use of built-in functions to navigate the file system.,2nd  3rd CS322T6CA PROGRAMMING WITH PYTHON,PROGRAMMING WITH PYTHON-CO4[Demonstrate the use of built-in functions to navigate the file system.](CS322T6CA)
2nd ,ISE,3rd,CS322T6CA,PROGRAMMING WITH PYTHON,CO5,Interpret the concepts of Object-Oriented Programming used in Python.,2nd  3rd CS322T6CA PROGRAMMING WITH PYTHON,PROGRAMMING WITH PYTHON-CO5[Interpret the concepts of Object-Oriented Programming used in Python.](CS322T6CA)
3rd,ECE,5th ,21ECP67,Project Work Phase I,CO1,,3rd 5th  21ECP67 Project Work Phase I,Project Work Phase I-CO1[](21ECP67)
3rd,AIML,6th,21AIP67,Project Work Phase I,CO1,,3rd 6th 21AIP67 Project Work Phase I,Project Work Phase I-CO1[](21AIP67)
4th,AIML,7th,21AIP76,Project Work Phase- II,CO1,,4th 7th 21AIP76 Project Work Phase- II,Project Work Phase- II-CO1[](21AIP76)
4th,ECE,7th,21ECP76,Project Work Phase- II,CO1,,4th 7th 21ECP76 Project Work Phase- II,Project Work Phase- II-CO1[](21ECP76)
2nd ,AIML,4th,AM42297AD,Python Data Structures and Algorithms,CO1,"Design a system by using different types of data structures, operations and algorithms",2nd  4th AM42297AD Python Data Structures and Algorithms,"Python Data Structures and Algorithms-CO1[Design a system by using different types of data structures, operations and algorithms](AM42297AD)"
2nd ,AIML,4th,AM42297AD,Python Data Structures and Algorithms,CO2,Apply different types of searching operations ,2nd  4th AM42297AD Python Data Structures and Algorithms,Python Data Structures and Algorithms-CO2[Apply different types of searching operations ](AM42297AD)
2nd ,AIML,4th,AM42297AD,Python Data Structures and Algorithms,CO3,"Apply stack, Queue, Lists, Trees and Graphs in problem solving",2nd  4th AM42297AD Python Data Structures and Algorithms,"Python Data Structures and Algorithms-CO3[Apply stack, Queue, Lists, Trees and Graphs in problem solving](AM42297AD)"
2nd ,AIML,4th,AM42297AD,Python Data Structures and Algorithms,CO4,Apply different types of sorting algorithms ,2nd  4th AM42297AD Python Data Structures and Algorithms,Python Data Structures and Algorithms-CO4[Apply different types of sorting algorithms ](AM42297AD)
2nd ,AIML,4th,AM42297AD,Python Data Structures and Algorithms,CO5,Implement all data structures in a high-level language for problem solving,2nd  4th AM42297AD Python Data Structures and Algorithms,Python Data Structures and Algorithms-CO5[Implement all data structures in a high-level language for problem solving](AM42297AD)
4th,AIML,7th,21AI744,Python Data Structures and algorithms,CO1,"Design a system by using different types of data structures, operations and algorithms",4th 7th 21AI744 Python Data Structures and algorithms,"Python Data Structures and algorithms-CO1[Design a system by using different types of data structures, operations and algorithms](21AI744)"
4th,AIML,7th,21AI744,Python Data Structures and algorithms,CO2,Apply different types of searching operations,4th 7th 21AI744 Python Data Structures and algorithms,Python Data Structures and algorithms-CO2[Apply different types of searching operations](21AI744)
4th,AIML,7th,21AI744,Python Data Structures and algorithms,CO3,"Apply stack, Queue, Lists, Trees and Graphs in problem solving",4th 7th 21AI744 Python Data Structures and algorithms,"Python Data Structures and algorithms-CO3[Apply stack, Queue, Lists, Trees and Graphs in problem solving](21AI744)"
4th,AIML,7th,21AI744,Python Data Structures and algorithms,CO4,Apply different types of sorting algorithms,4th 7th 21AI744 Python Data Structures and algorithms,Python Data Structures and algorithms-CO4[Apply different types of sorting algorithms](21AI744)
4th,AIML,7th,21AI744,Python Data Structures and algorithms,CO5,Implement all data structures in a high-level language for problem solving,4th 7th 21AI744 Python Data Structures and algorithms,Python Data Structures and algorithms-CO5[Implement all data structures in a high-level language for problem solving](21AI744)
2nd ,RA,3rd,HU322D6X,PYTHON FOR SCIENTIFIC COMPUTING ,CO1,Understand and execute basic python commands using different IDEs and python libraries and their use ,2nd  3rd HU322D6X PYTHON FOR SCIENTIFIC COMPUTING ,PYTHON FOR SCIENTIFIC COMPUTING -CO1[Understand and execute basic python commands using different IDEs and python libraries and their use ](HU322D6X)
2nd ,RA,3rd,HU322D6X,PYTHON FOR SCIENTIFIC COMPUTING ,CO2,Plot scientific graphs for data visualization using python libraries ,2nd  3rd HU322D6X PYTHON FOR SCIENTIFIC COMPUTING ,PYTHON FOR SCIENTIFIC COMPUTING -CO2[Plot scientific graphs for data visualization using python libraries ](HU322D6X)
2nd ,RA,3rd,HU322D6X,PYTHON FOR SCIENTIFIC COMPUTING ,CO3,"Execute file handling functions, arrays and matrix operations for scientific computing  ",2nd  3rd HU322D6X PYTHON FOR SCIENTIFIC COMPUTING ,"PYTHON FOR SCIENTIFIC COMPUTING -CO3[Execute file handling functions, arrays and matrix operations for scientific computing  ](HU322D6X)"
2nd ,RA,3rd,HU322D6X,PYTHON FOR SCIENTIFIC COMPUTING ,CO4,"Execute control loops, function programming and script programming ",2nd  3rd HU322D6X PYTHON FOR SCIENTIFIC COMPUTING ,"PYTHON FOR SCIENTIFIC COMPUTING -CO4[Execute control loops, function programming and script programming ](HU322D6X)"
2nd ,RA,3rd,HU322D6X,PYTHON FOR SCIENTIFIC COMPUTING ,CO5,Build a miniature software/program  using python to solve an engineering problem,2nd  3rd HU322D6X PYTHON FOR SCIENTIFIC COMPUTING ,PYTHON FOR SCIENTIFIC COMPUTING -CO5[Build a miniature software/program  using python to solve an engineering problem](HU322D6X)
2nd ,ME,3rd,ME32298MA,PYTHON FOR SCIENTIFIC COMPUTING ,CO1,Understand and execute basic python commands using different IDEs and python libraries and their use ,2nd  3rd ME32298MA PYTHON FOR SCIENTIFIC COMPUTING ,PYTHON FOR SCIENTIFIC COMPUTING -CO1[Understand and execute basic python commands using different IDEs and python libraries and their use ](ME32298MA)
2nd ,ME,3rd,ME32298MA,PYTHON FOR SCIENTIFIC COMPUTING ,CO2,Plot scientific graphs for data visualization using python libraries ,2nd  3rd ME32298MA PYTHON FOR SCIENTIFIC COMPUTING ,PYTHON FOR SCIENTIFIC COMPUTING -CO2[Plot scientific graphs for data visualization using python libraries ](ME32298MA)
2nd ,ME,3rd,ME32298MA,PYTHON FOR SCIENTIFIC COMPUTING ,CO3,"Execute file handling functions, arrays and matrix operations for scientific computing  ",2nd  3rd ME32298MA PYTHON FOR SCIENTIFIC COMPUTING ,"PYTHON FOR SCIENTIFIC COMPUTING -CO3[Execute file handling functions, arrays and matrix operations for scientific computing  ](ME32298MA)"
2nd ,ME,3rd,ME32298MA,PYTHON FOR SCIENTIFIC COMPUTING ,CO4,"Execute control loops, function programming and script programming ",2nd  3rd ME32298MA PYTHON FOR SCIENTIFIC COMPUTING ,"PYTHON FOR SCIENTIFIC COMPUTING -CO4[Execute control loops, function programming and script programming ](ME32298MA)"
2nd ,ME,3rd,ME32298MA,PYTHON FOR SCIENTIFIC COMPUTING ,CO5,Build a miniature software/program  using python to solve an engineering problem,2nd  3rd ME32298MA PYTHON FOR SCIENTIFIC COMPUTING ,PYTHON FOR SCIENTIFIC COMPUTING -CO5[Build a miniature software/program  using python to solve an engineering problem](ME32298MA)
3rd,ECE,5th ,21EC642,Python Programming ,CO1,Understand the syntax and semantics of Python Programming Language,3rd 5th  21EC642 Python Programming ,Python Programming -CO1[Understand the syntax and semantics of Python Programming Language](21EC642)
3rd,ECE,5th ,21EC642,Python Programming ,CO2,Illustrate the concepts of control structures and functions in Python.,3rd 5th  21EC642 Python Programming ,Python Programming -CO2[Illustrate the concepts of control structures and functions in Python.](21EC642)
3rd,ECE,5th ,21EC642,Python Programming ,CO3,Apply proficiency in handling Strings and File Systems.,3rd 5th  21EC642 Python Programming ,Python Programming -CO3[Apply proficiency in handling Strings and File Systems.](21EC642)
3rd,ECE,5th ,21EC642,Python Programming ,CO4,"Develop Python Programs using core data structures like Lists, Dictionaries, and Tuples.",3rd 5th  21EC642 Python Programming ,"Python Programming -CO4[Develop Python Programs using core data structures like Lists, Dictionaries, and Tuples.](21EC642)"
3rd,ECE,5th ,21EC642,Python Programming ,CO5,Interpret the concepts of Object-Oriented Programming as they are used in Python.,3rd 5th  21EC642 Python Programming ,Python Programming -CO5[Interpret the concepts of Object-Oriented Programming as they are used in Python.](21EC642)
2nd ,AIML,4th,MA422T6CB,Regression Statistical Computing,CO1,Apply regression analysis to solve complex computer science problems.,2nd  4th MA422T6CB Regression Statistical Computing,Regression Statistical Computing-CO1[Apply regression analysis to solve complex computer science problems.](MA422T6CB)
2nd ,AIML,4th,MA422T6CB,Regression Statistical Computing,CO2,Use statistical software tools proficiently for data analysis and modeling.,2nd  4th MA422T6CB Regression Statistical Computing,Regression Statistical Computing-CO2[Use statistical software tools proficiently for data analysis and modeling.](MA422T6CB)
2nd ,AIML,4th,MA422T6CB,Regression Statistical Computing,CO3,Interpret and communicate results effectively.,2nd  4th MA422T6CB Regression Statistical Computing,Regression Statistical Computing-CO3[Interpret and communicate results effectively.](MA422T6CB)
2nd ,AIML,4th,MA422T6CB,Regression Statistical Computing,CO4,"Apply regression techniques to enhance decision-making and prediction in computer
science.",2nd  4th MA422T6CB Regression Statistical Computing,"Regression Statistical Computing-CO4[Apply regression techniques to enhance decision-making and prediction in computer
science.](MA422T6CB)"
2nd ,AIML,4th,MA422T6CB,Regression Statistical Computing,CO5,Demonstrate critical thinking and problem-solving skills in practical applications,2nd  4th MA422T6CB Regression Statistical Computing,Regression Statistical Computing-CO5[Demonstrate critical thinking and problem-solving skills in practical applications](MA422T6CB)
2nd ,ISE,4th,MA422T6CB,REGRESSION STATISTICAL COMPUTING,CO1,Apply regression analysis to solve complex computer science problems.,2nd  4th MA422T6CB REGRESSION STATISTICAL COMPUTING,REGRESSION STATISTICAL COMPUTING-CO1[Apply regression analysis to solve complex computer science problems.](MA422T6CB)
2nd ,ISE,4th,MA422T6CB,REGRESSION STATISTICAL COMPUTING,CO2,Use statistical software tools proficiently for data analysis and modeling.,2nd  4th MA422T6CB REGRESSION STATISTICAL COMPUTING,REGRESSION STATISTICAL COMPUTING-CO2[Use statistical software tools proficiently for data analysis and modeling.](MA422T6CB)
2nd ,ISE,4th,MA422T6CB,REGRESSION STATISTICAL COMPUTING,CO3,Interpret and communicate results effectively.,2nd  4th MA422T6CB REGRESSION STATISTICAL COMPUTING,REGRESSION STATISTICAL COMPUTING-CO3[Interpret and communicate results effectively.](MA422T6CB)
2nd ,ISE,4th,MA422T6CB,REGRESSION STATISTICAL COMPUTING,CO4,Apply regression techniques to enhance decision-making and prediction in computer science.,2nd  4th MA422T6CB REGRESSION STATISTICAL COMPUTING,REGRESSION STATISTICAL COMPUTING-CO4[Apply regression techniques to enhance decision-making and prediction in computer science.](MA422T6CB)
2nd ,ISE,4th,MA422T6CB,REGRESSION STATISTICAL COMPUTING,CO5,Demonstrate critical thinking and problem-solving skills in practical applications,2nd  4th MA422T6CB REGRESSION STATISTICAL COMPUTING,REGRESSION STATISTICAL COMPUTING-CO5[Demonstrate critical thinking and problem-solving skills in practical applications](MA422T6CB)
4th,RA,7th,21AR731,Reinforcement learning for Robotics & Automation  ,CO1,Understand the basics of Reinforced learning.,4th 7th 21AR731 Reinforcement learning for Robotics & Automation  ,Reinforcement learning for Robotics & Automation  -CO1[Understand the basics of Reinforced learning.](21AR731)
4th,RA,7th,21AR731,Reinforcement learning for Robotics & Automation  ,CO2,Study the working and future scope of Natural Language processing.,4th 7th 21AR731 Reinforcement learning for Robotics & Automation  ,Reinforcement learning for Robotics & Automation  -CO2[Study the working and future scope of Natural Language processing.](21AR731)
4th,RA,7th,21AR731,Reinforcement learning for Robotics & Automation  ,CO3,Explore the applications of Open AI and Unity ML tools.,4th 7th 21AR731 Reinforcement learning for Robotics & Automation  ,Reinforcement learning for Robotics & Automation  -CO3[Explore the applications of Open AI and Unity ML tools.](21AR731)
4th,RA,7th,21AR731,Reinforcement learning for Robotics & Automation  ,CO4,Understand the basics of Deep learning,4th 7th 21AR731 Reinforcement learning for Robotics & Automation  ,Reinforcement learning for Robotics & Automation  -CO4[Understand the basics of Deep learning](21AR731)
4th,RA,7th,21AR731,Reinforcement learning for Robotics & Automation  ,CO5,Study the applications and classification of Tensarflow and Keras.,4th 7th 21AR731 Reinforcement learning for Robotics & Automation  ,Reinforcement learning for Robotics & Automation  -CO5[Study the applications and classification of Tensarflow and Keras.](21AR731)
4th,AIML,8th,21INT82,"Research Internship/ Industrial Internship/ Rural
Internship",CO1,,"4th 8th 21INT82 Research Internship/ Industrial Internship/ Rural
Internship","Research Internship/ Industrial Internship/ Rural
Internship-CO1[](21INT82)"
4th,ISE,7th,21INT82,"Research Internship/ Industrial Internship/ Rural Internship
",CO1,,"4th 7th 21INT82 Research Internship/ Industrial Internship/ Rural Internship
","Research Internship/ Industrial Internship/ Rural Internship
-CO1[](21INT82)"
3rd,CSE,5th ,21IPR57,Research Methodology & Intellectual Property Right,CO1,"Analyze the Multimedia Networking and summarization of Voice -over-IP,RTP,SIP",3rd 5th  21IPR57 Research Methodology & Intellectual Property Right,"Research Methodology & Intellectual Property Right-CO1[Analyze the Multimedia Networking and summarization of Voice -over-IP,RTP,SIP](21IPR57)"
